Month,Year,Area,ThermalGuild,TotalWeight,TotalBiomass,Depth,NOX,NO3,NO2,NH4,TN,DIN,TON,TP,SRP,ChlA,TOC,Sal_S,Sal_B,Temp_S,Temp_B,DO_S,DO_B,Turb,pH
December,2002,Shark,warm,25.15970904,3.594244148,2.566666667,2.338666667,2.190333333,0.148333333,1.824666667,23.55833333,4.163333333,19.395,0.341666667,0.053666667,1.443,930.8053333,6.6,6.666666667,19.81666667,19.71333333,6.853333333,6.31,1.666666667,7.836666667
December,2002,Shark,cool,2.597547952,0.37107828,2.566666667,2.338666667,2.190333333,0.148333333,1.824666667,23.55833333,4.163333333,19.395,0.341666667,0.053666667,1.443,930.8053333,6.6,6.666666667,19.81666667,19.71333333,6.853333333,6.31,1.666666667,7.836666667
December,2002,Shark,cool/warm,3.755949052,0.536564148,2.566666667,2.338666667,2.190333333,0.148333333,1.824666667,23.55833333,4.163333333,19.395,0.341666667,0.053666667,1.443,930.8053333,6.6,6.666666667,19.81666667,19.71333333,6.853333333,6.31,1.666666667,7.836666667
December,2002,Taylor,warm,0.074190708,0.010598674,2.083333333,1.128833333,0.987333333,0.142,2.174833333,22.58266667,3.303666667,19.27883333,0.317666667,0.163833333,0.932333333,547.1596667,24.00666667,25.58666667,24.08166667,24.11666667,6.728333333,6.18,3.083333333,8.058333333
December,2002,Taylor,cool,1.124121238,0.160588748,2.083333333,1.128833333,0.987333333,0.142,2.174833333,22.58266667,3.303666667,19.27883333,0.317666667,0.163833333,0.932333333,547.1596667,24.00666667,25.58666667,24.08166667,24.11666667,6.728333333,6.18,3.083333333,8.058333333
December,2002,Taylor,cool/warm,0.512870899,0.073267271,2.083333333,1.128833333,0.987333333,0.142,2.174833333,22.58266667,3.303666667,19.27883333,0.317666667,0.163833333,0.932333333,547.1596667,24.00666667,25.58666667,24.08166667,24.11666667,6.728333333,6.18,3.083333333,8.058333333
December,2003,Shark,warm,7.852868299,1.121838327,2.566666667,1.636333333,1.512,0.124333333,1.506666667,39.55333333,3.142666667,36.41066667,0.466333333,0.047,2.196,1242.388667,7.15,7.34,19.78,19.80333333,5.93,6.05,2.356666667,7.756666667
December,2003,Shark,cool/warm,2.922698142,0.417528303,2.566666667,1.636333333,1.512,0.124333333,1.506666667,39.55333333,3.142666667,36.41066667,0.466333333,0.047,2.196,1242.388667,7.15,7.34,19.78,19.80333333,5.93,6.05,2.356666667,7.756666667
December,2003,Shark,cool,1.11323195,0.159033135,2.566666667,1.636333333,1.512,0.124333333,1.506666667,39.55333333,3.142666667,36.41066667,0.466333333,0.047,2.196,1242.388667,7.15,7.34,19.78,19.80333333,5.93,6.05,2.356666667,7.756666667
December,2003,Taylor,warm,3.233649596,0.461949949,2.083333333,0.673333333,0.438,0.2355,1.466,38.01583333,2.139166667,35.877,0.388333333,0.036833333,1.077666667,590.4758333,20.45333333,20.61666667,19.57166667,19.55333333,6.903333333,6.941666667,7.686666667,8.271666667
December,2003,Taylor,cool,1.394532551,0.199218937,2.083333333,0.673333333,0.438,0.2355,1.466,38.01583333,2.139166667,35.877,0.388333333,0.036833333,1.077666667,590.4758333,20.45333333,20.61666667,19.57166667,19.55333333,6.903333333,6.941666667,7.686666667,8.271666667
December,2003,Taylor,cool/warm,3.03683855,0.43383408,2.083333333,0.673333333,0.438,0.2355,1.466,38.01583333,2.139166667,35.877,0.388333333,0.036833333,1.077666667,590.4758333,20.45333333,20.61666667,19.57166667,19.55333333,6.903333333,6.941666667,7.686666667,8.271666667
December,2004,Taylor,cool,0.710798408,0.101542628,2.083333333,2.058,1.526,0.532,3.6365,17.81283333,5.6945,12.11833333,0.298,0.052166667,0.694666667,1034.175833,29.45333333,29.46,19.98833333,19.935,5.583333333,5.461666667,2.886666667,8.155
December,2004,Taylor,cool/warm,0.943098187,0.13472831,2.083333333,2.058,1.526,0.532,3.6365,17.81283333,5.6945,12.11833333,0.298,0.052166667,0.694666667,1034.175833,29.45333333,29.46,19.98833333,19.935,5.583333333,5.461666667,2.886666667,8.155
December,2004,Taylor,warm,2.043117221,0.291873891,2.083333333,2.058,1.526,0.532,3.6365,17.81283333,5.6945,12.11833333,0.298,0.052166667,0.694666667,1034.175833,29.45333333,29.46,19.98833333,19.935,5.583333333,5.461666667,2.886666667,8.155
December,2004,Taylor,cold,0.74365116,0.10623588,2.083333333,2.058,1.526,0.532,3.6365,17.81283333,5.6945,12.11833333,0.298,0.052166667,0.694666667,1034.175833,29.45333333,29.46,19.98833333,19.935,5.583333333,5.461666667,2.886666667,8.155
February,1996,Shark,cool,3.295899401,0.47084277,2.566666667,2.056,1.902,0.154333333,2.696666667,77.697,4.752666667,72.94466667,0.659333333,0.047,1.630666667,1445.416667,6.933333333,7.333333333,15.83333333,16,8.266666667,8.3,8.983333333,NA
February,1996,Shark,cool/warm,4.005108065,0.57215828,2.566666667,2.056,1.902,0.154333333,2.696666667,77.697,4.752666667,72.94466667,0.659333333,0.047,1.630666667,1445.416667,6.933333333,7.333333333,15.83333333,16,8.266666667,8.3,8.983333333,NA
February,1996,Shark,warm,43.55943446,6.222776356,2.566666667,2.056,1.902,0.154333333,2.696666667,77.697,4.752666667,72.94466667,0.659333333,0.047,1.630666667,1445.416667,6.933333333,7.333333333,15.83333333,16,8.266666667,8.3,8.983333333,NA
February,1997,Shark,warm,6.306878762,0.900982679,2.566666667,3.192666667,2.937666667,0.255,1.227666667,58.20933333,4.420333333,53.789,0.424333333,0.022666667,2.050666667,1320.507,16.2,16.26666667,25.6,25.6,5.233333333,5.233333333,4.55,NA
February,1997,Shark,cool/warm,3.160956008,0.451565144,2.566666667,3.192666667,2.937666667,0.255,1.227666667,58.20933333,4.420333333,53.789,0.424333333,0.022666667,2.050666667,1320.507,16.2,16.26666667,25.6,25.6,5.233333333,5.233333333,4.55,NA
February,1997,Shark,cool,3.347260911,0.478180131,2.566666667,3.192666667,2.937666667,0.255,1.227666667,58.20933333,4.420333333,53.789,0.424333333,0.022666667,2.050666667,1320.507,16.2,16.26666667,25.6,25.6,5.233333333,5.233333333,4.55,NA
February,1997,Taylor,cool/warm,2.302975147,0.328996453,2.083333333,0.656166667,0.474333333,0.182,1.672333333,39.41116667,2.328166667,37.08316667,0.250166667,0.032333333,0.648666667,676.8611667,25.46666667,26.26666667,24.75,24.8,6.9,6.766666667,8.55,NA
February,1997,Taylor,cool,1.617570894,0.231081554,2.083333333,0.656166667,0.474333333,0.182,1.672333333,39.41116667,2.328166667,37.08316667,0.250166667,0.032333333,0.648666667,676.8611667,25.46666667,26.26666667,24.75,24.8,6.9,6.766666667,8.55,NA
February,1997,Taylor,warm,6.698544971,0.956934991,2.083333333,0.656166667,0.474333333,0.182,1.672333333,39.41116667,2.328166667,37.08316667,0.250166667,0.032333333,0.648666667,676.8611667,25.46666667,26.26666667,24.75,24.8,6.9,6.766666667,8.55,NA
February,1998,Shark,cool/warm,3.104670096,0.443524297,2.566666667,1.883666667,1.720333333,0.163666667,0.747,46.62433333,2.630333333,43.994,0.476333333,0.063,1.501666667,1005.444333,9.066666667,9.3,21.96666667,21.86666667,5.8,5.8,3.533333333,NA
February,1998,Shark,warm,20.68445581,2.954922261,2.566666667,1.883666667,1.720333333,0.163666667,0.747,46.62433333,2.630333333,43.994,0.476333333,0.063,1.501666667,1005.444333,9.066666667,9.3,21.96666667,21.86666667,5.8,5.8,3.533333333,NA
February,1998,Shark,cool,2.601333817,0.371619118,2.566666667,1.883666667,1.720333333,0.163666667,0.747,46.62433333,2.630333333,43.994,0.476333333,0.063,1.501666667,1005.444333,9.066666667,9.3,21.96666667,21.86666667,5.8,5.8,3.533333333,NA
February,1998,Taylor,cool/warm,1.459013029,0.209396751,2.083333333,2.2115,1.951833333,0.26,5.168,37.13383333,7.379333333,29.75483333,0.393333333,0.042166667,1.113,542.2428333,19.7,20.26666667,24,23.96666667,7.766666667,7.933333333,24.65,NA
February,1998,Taylor,warm,3.57242331,0.510408877,2.083333333,2.2115,1.951833333,0.26,5.168,37.13383333,7.379333333,29.75483333,0.393333333,0.042166667,1.113,542.2428333,19.7,20.26666667,24,23.96666667,7.766666667,7.933333333,24.65,NA
February,1998,Taylor,cool,1.36040645,0.195069721,2.083333333,2.2115,1.951833333,0.26,5.168,37.13383333,7.379333333,29.75483333,0.393333333,0.042166667,1.113,542.2428333,19.7,20.26666667,24,23.96666667,7.766666667,7.933333333,24.65,NA
February,1999,Shark,cool/warm,7.241625092,1.034517871,2.566666667,1.718666667,1.595,0.123666667,0.861666667,47.65866667,2.580333333,45.07833333,0.302,0.024333333,1.324,1072.923667,10.36666667,10.4,21.73333333,21.73333333,6.166666667,6.133333333,2.033333333,NA
February,1999,Shark,warm,7.740408078,1.105772585,2.566666667,1.718666667,1.595,0.123666667,0.861666667,47.65866667,2.580333333,45.07833333,0.302,0.024333333,1.324,1072.923667,10.36666667,10.4,21.73333333,21.73333333,6.166666667,6.133333333,2.033333333,NA
February,1999,Shark,cool,2.153003669,0.307571953,2.566666667,1.718666667,1.595,0.123666667,0.861666667,47.65866667,2.580333333,45.07833333,0.302,0.024333333,1.324,1072.923667,10.36666667,10.4,21.73333333,21.73333333,6.166666667,6.133333333,2.033333333,NA
February,1999,Taylor,cool,1.258217999,0.179745428,2.083333333,1.6415,1.467833333,0.174,2.488833333,42.03533333,4.130166667,37.90516667,0.179666667,0.021166667,0.550333333,-2897.992833,25.95,25.95,24.71666667,24.75,6.966666667,7.016666667,2.465,NA
February,1999,Taylor,cool/warm,3.704478818,0.529211259,2.083333333,1.6415,1.467833333,0.174,2.488833333,42.03533333,4.130166667,37.90516667,0.179666667,0.021166667,0.550333333,-2897.992833,25.95,25.95,24.71666667,24.75,6.966666667,7.016666667,2.465,NA
February,1999,Taylor,warm,6.129987563,0.875712509,2.083333333,1.6415,1.467833333,0.174,2.488833333,42.03533333,4.130166667,37.90516667,0.179666667,0.021166667,0.550333333,-2897.992833,25.95,25.95,24.71666667,24.75,6.966666667,7.016666667,2.465,NA
February,2000,Shark,cool/warm,3.968644323,0.566949185,2.566666667,1.314333333,1.255333333,0.059333333,1.739333333,47.778,3.053666667,44.72466667,0.802666667,0.038666667,5.055,1390.764,8.066666667,8.2,21.1,21.06666667,7.566666667,7.7,2.366666667,NA
February,2000,Shark,cool,2.274660083,0.324951441,2.566666667,1.314333333,1.255333333,0.059333333,1.739333333,47.778,3.053666667,44.72466667,0.802666667,0.038666667,5.055,1390.764,8.066666667,8.2,21.1,21.06666667,7.566666667,7.7,2.366666667,NA
February,2000,Shark,warm,12.50490251,1.786414642,2.566666667,1.314333333,1.255333333,0.059333333,1.739333333,47.778,3.053666667,44.72466667,0.802666667,0.038666667,5.055,1390.764,8.066666667,8.2,21.1,21.06666667,7.566666667,7.7,2.366666667,NA
February,2000,Taylor,cool,1.458114581,0.20830208,2.083333333,0.961833333,0.909,0.047666667,0.750166667,30.12366667,1.712333333,28.41133333,0.358333333,0.090833333,1.641666667,664.2951667,21.18333333,21.4,23.13333333,23.1,6.366666667,6.383333333,3.583333333,NA
February,2000,Taylor,cool/warm,1.205036185,0.172148027,2.083333333,0.961833333,0.909,0.047666667,0.750166667,30.12366667,1.712333333,28.41133333,0.358333333,0.090833333,1.641666667,664.2951667,21.18333333,21.4,23.13333333,23.1,6.366666667,6.383333333,3.583333333,NA
February,2000,Taylor,warm,0.707891883,0.101127413,2.083333333,0.961833333,0.909,0.047666667,0.750166667,30.12366667,1.712333333,28.41133333,0.358333333,0.090833333,1.641666667,664.2951667,21.18333333,21.4,23.13333333,23.1,6.366666667,6.383333333,3.583333333,NA
February,2001,Shark,cool/warm,5.328214652,0.761173518,2.566666667,1.711,1.541333333,0.170333333,0.725333333,37.431,2.436,34.995,0.771,0.046,1.675666667,991.618,24.73333333,24.96666667,23.93333333,23.93333333,4.7,5.166666667,3.26,NA
February,2001,Shark,cool,3.51164128,0.50166304,2.566666667,1.711,1.541333333,0.170333333,0.725333333,37.431,2.436,34.995,0.771,0.046,1.675666667,991.618,24.73333333,24.96666667,23.93333333,23.93333333,4.7,5.166666667,3.26,NA
February,2001,Shark,warm,1.246447063,0.178063868,2.566666667,1.711,1.541333333,0.170333333,0.725333333,37.431,2.436,34.995,0.771,0.046,1.675666667,991.618,24.73333333,24.96666667,23.93333333,23.93333333,4.7,5.166666667,3.26,NA
February,2001,Taylor,warm,1.273707545,0.181958228,2.083333333,0.978666667,0.7555,0.223166667,1.887,38.20983333,2.865166667,35.34466667,0.415333333,0.055833333,0.466,725.9721667,30.91666667,30.95,23.58333333,23.5,6.666666667,6.733333333,7.968333333,NA
February,2001,Taylor,cool/warm,2.040878001,0.291554004,2.083333333,0.978666667,0.7555,0.223166667,1.887,38.20983333,2.865166667,35.34466667,0.415333333,0.055833333,0.466,725.9721667,30.91666667,30.95,23.58333333,23.5,6.666666667,6.733333333,7.968333333,NA
February,2001,Taylor,cool,3.590567629,0.512938233,2.083333333,0.978666667,0.7555,0.223166667,1.887,38.20983333,2.865166667,35.34466667,0.415333333,0.055833333,0.466,725.9721667,30.91666667,30.95,23.58333333,23.5,6.666666667,6.733333333,7.968333333,NA
February,2002,Taylor,cool,1.860268699,0.265752673,2.083333333,0.4945,0.410333333,0.084333333,0.679166667,21.617,1.173666667,20.44316667,0.267333333,0.022166667,1.344833333,593.0071667,23.16333333,22.96833333,19.09166667,19.02,7.551666667,7.428333333,7.115,NA
February,2002,Taylor,cool/warm,6.149056017,0.878436569,2.083333333,0.4945,0.410333333,0.084333333,0.679166667,21.617,1.173666667,20.44316667,0.267333333,0.022166667,1.344833333,593.0071667,23.16333333,22.96833333,19.09166667,19.02,7.551666667,7.428333333,7.115,NA
February,2002,Taylor,warm,13.38380324,1.911971884,2.083333333,0.4945,0.410333333,0.084333333,0.679166667,21.617,1.173666667,20.44316667,0.267333333,0.022166667,1.344833333,593.0071667,23.16333333,22.96833333,19.09166667,19.02,7.551666667,7.428333333,7.115,NA
February,2003,Shark,cool/warm,1.863208906,0.371594709,2.566666667,2.871,2.631,0.239666667,1.993333333,46.57766667,4.864333333,41.71333333,0.362666667,0.160333333,2.034666667,963.715,20.10666667,20.19333333,24.59666667,24.46333333,4.403333333,4.09,3.596666667,7.74
February,2003,Shark,warm,3.468625941,0.497025699,2.566666667,2.871,2.631,0.239666667,1.993333333,46.57766667,4.864333333,41.71333333,0.362666667,0.160333333,2.034666667,963.715,20.10666667,20.19333333,24.59666667,24.46333333,4.403333333,4.09,3.596666667,7.74
February,2003,Shark,cool,1.147056339,0.168733643,2.566666667,2.871,2.631,0.239666667,1.993333333,46.57766667,4.864333333,41.71333333,0.362666667,0.160333333,2.034666667,963.715,20.10666667,20.19333333,24.59666667,24.46333333,4.403333333,4.09,3.596666667,7.74
February,2003,Taylor,warm,1.176261608,0.235252316,2.083333333,1.394,1.159666667,0.234166667,2.666833333,35.64483333,4.060666667,31.58433333,0.268833333,0.1205,0.947333333,582.3578333,27.725,27.6,23.81666667,23.73666667,5.913333333,5.933333333,5.076666667,7.906666667
February,2003,Taylor,cool,0.723878447,0.144775684,2.083333333,1.394,1.159666667,0.234166667,2.666833333,35.64483333,4.060666667,31.58433333,0.268833333,0.1205,0.947333333,582.3578333,27.725,27.6,23.81666667,23.73666667,5.913333333,5.933333333,5.076666667,7.906666667
February,2003,Taylor,cool/warm,0.833614706,0.16672295,2.083333333,1.394,1.159666667,0.234166667,2.666833333,35.64483333,4.060666667,31.58433333,0.268833333,0.1205,0.947333333,582.3578333,27.725,27.6,23.81666667,23.73666667,5.913333333,5.933333333,5.076666667,7.906666667
February,2004,Shark,cool/warm,3.310689413,0.47295563,2.566666667,2.739666667,2.545666667,0.194333333,1.725666667,40.08566667,4.465333333,35.62,0.313,0.032333333,1.980666667,1087.020667,10.28666667,10.28,22.11,22.09666667,6.84,6.706666667,1.76,7.526666667
February,2004,Shark,warm,8.759131881,1.251304562,2.566666667,2.739666667,2.545666667,0.194333333,1.725666667,40.08566667,4.465333333,35.62,0.313,0.032333333,1.980666667,1087.020667,10.28666667,10.28,22.11,22.09666667,6.84,6.706666667,1.76,7.526666667
February,2004,Shark,cool,1.872919423,0.26755992,2.566666667,2.739666667,2.545666667,0.194333333,1.725666667,40.08566667,4.465333333,35.62,0.313,0.032333333,1.980666667,1087.020667,10.28666667,10.28,22.11,22.09666667,6.84,6.706666667,1.76,7.526666667
February,2004,Taylor,warm,14.14032426,2.828064849,2.083333333,1.065,0.919833333,0.145333333,1.921833333,42.08633333,2.987,39.09933333,0.198,0.039166667,0.578333333,546.6458333,26.52666667,26.515,24.39,24.35833333,5.716666667,5.86,2.106666667,7.995
February,2004,Taylor,cool/warm,1.966709326,0.393341856,2.083333333,1.065,0.919833333,0.145333333,1.921833333,42.08633333,2.987,39.09933333,0.198,0.039166667,0.578333333,546.6458333,26.52666667,26.515,24.39,24.35833333,5.716666667,5.86,2.106666667,7.995
February,2004,Taylor,cool,0.572817711,0.114563533,2.083333333,1.065,0.919833333,0.145333333,1.921833333,42.08633333,2.987,39.09933333,0.198,0.039166667,0.578333333,546.6458333,26.52666667,26.515,24.39,24.35833333,5.716666667,5.86,2.106666667,7.995
February,2005,Shark,warm,31.3020258,4.47171798,2.566666667,4.119666667,3.692,0.427666667,1.428333333,29.71366667,5.547666667,24.16633333,0.591666667,0.042,1.738666667,1212.159667,14.04666667,14.83666667,20.59,20.44666667,6.58,6.8,2.956666667,7.54
February,2005,Shark,cool,6.201429259,0.885918465,2.566666667,4.119666667,3.692,0.427666667,1.428333333,29.71366667,5.547666667,24.16633333,0.591666667,0.042,1.738666667,1212.159667,14.04666667,14.83666667,20.59,20.44666667,6.58,6.8,2.956666667,7.54
February,2005,Shark,cool/warm,4.09319077,0.584741536,2.566666667,4.119666667,3.692,0.427666667,1.428333333,29.71366667,5.547666667,24.16633333,0.591666667,0.042,1.738666667,1212.159667,14.04666667,14.83666667,20.59,20.44666667,6.58,6.8,2.956666667,7.54
February,2005,Taylor,cool,0.52724488,0.105448976,2.083333333,1.345333333,0.952166667,0.393,2.646166667,25.3665,3.991333333,21.375,0.282833333,0.027166667,0.634166667,627.6458333,36.5,36.89166667,22.105,22.085,6.263333333,6.365,2.691666667,8.035
February,2005,Taylor,cool/warm,0.677597413,0.13551948,2.083333333,1.345333333,0.952166667,0.393,2.646166667,25.3665,3.991333333,21.375,0.282833333,0.027166667,0.634166667,627.6458333,36.5,36.89166667,22.105,22.085,6.263333333,6.365,2.691666667,8.035
February,2005,Taylor,warm,0.412511974,0.082502396,2.083333333,1.345333333,0.952166667,0.393,2.646166667,25.3665,3.991333333,21.375,0.282833333,0.027166667,0.634166667,627.6458333,36.5,36.89166667,22.105,22.085,6.263333333,6.365,2.691666667,8.035
July,1996,Shark,cool/warm,1.738468351,0.248352626,2.566666667,1.052,0.742666667,0.309333333,1.420333333,62.391,2.472,59.91933333,0.748666667,0.079333333,3.349333333,1202.361,6.433333333,6.433333333,29.9,29.83333333,4.933333333,4.866666667,5.433333333,NA
July,1996,Shark,cool,1.442096035,0.206013718,2.566666667,1.052,0.742666667,0.309333333,1.420333333,62.391,2.472,59.91933333,0.748666667,0.079333333,3.349333333,1202.361,6.433333333,6.433333333,29.9,29.83333333,4.933333333,4.866666667,5.433333333,NA
July,1996,Shark,warm,30.57798265,4.368283232,2.566666667,1.052,0.742666667,0.309333333,1.420333333,62.391,2.472,59.91933333,0.748666667,0.079333333,3.349333333,1202.361,6.433333333,6.433333333,29.9,29.83333333,4.933333333,4.866666667,5.433333333,NA
July,1996,Taylor,cool/warm,1.640308885,0.234329832,2.083333333,0.748666667,0.517666667,0.231,4.609,54.68416667,5.357333333,49.327,0.4215,0.058666667,1.380666667,882.1703333,21.15,21.31666667,30.53333333,30.46666667,6.133333333,6.25,4.88,NA
July,1996,Taylor,warm,0.870084795,0.124297817,2.083333333,0.748666667,0.517666667,0.231,4.609,54.68416667,5.357333333,49.327,0.4215,0.058666667,1.380666667,882.1703333,21.15,21.31666667,30.53333333,30.46666667,6.133333333,6.25,4.88,NA
July,1996,Taylor,cool,1.625908162,0.232272592,2.083333333,0.748666667,0.517666667,0.231,4.609,54.68416667,5.357333333,49.327,0.4215,0.058666667,1.380666667,882.1703333,21.15,21.31666667,30.53333333,30.46666667,6.133333333,6.25,4.88,NA
July,1997,Shark,cool/warm,3.121203812,0.445886259,2.566666667,1.864333333,1.626,0.238666667,0.895333333,42.35166667,2.759333333,39.59266667,0.505,0.045333333,3.943666667,1081.993333,5.866666667,5.866666667,29.73333333,29.76666667,3.766666667,3.9,1.713333333,NA
July,1997,Shark,warm,4.554505503,0.650643637,2.566666667,1.864333333,1.626,0.238666667,0.895333333,42.35166667,2.759333333,39.59266667,0.505,0.045333333,3.943666667,1081.993333,5.866666667,5.866666667,29.73333333,29.76666667,3.766666667,3.9,1.713333333,NA
July,1997,Shark,cool,3.852748472,0.550392641,2.566666667,1.864333333,1.626,0.238666667,0.895333333,42.35166667,2.759333333,39.59266667,0.505,0.045333333,3.943666667,1081.993333,5.866666667,5.866666667,29.73333333,29.76666667,3.766666667,3.9,1.713333333,NA
July,1997,Taylor,cool/warm,1.052241371,0.150468346,2.083333333,2.628166667,2.213666667,0.414833333,5.2515,53.178,7.8795,45.29916667,0.3645,0.032333333,0.976166667,751.927,20.13333333,20.28333333,30.33333333,30.46666667,5.733333333,5.316666667,7.5,NA
July,1997,Taylor,warm,0.473720407,0.067711434,2.083333333,2.628166667,2.213666667,0.414833333,5.2515,53.178,7.8795,45.29916667,0.3645,0.032333333,0.976166667,751.927,20.13333333,20.28333333,30.33333333,30.46666667,5.733333333,5.316666667,7.5,NA
July,1997,Taylor,cool,1.241162567,0.177996332,2.083333333,2.628166667,2.213666667,0.414833333,5.2515,53.178,7.8795,45.29916667,0.3645,0.032333333,0.976166667,751.927,20.13333333,20.28333333,30.33333333,30.46666667,5.733333333,5.316666667,7.5,NA
July,1998,Shark,warm,3.533479503,0.504782779,2.566666667,0.913333333,0.738666667,0.175333333,0.677666667,54.723,1.591,53.132,0.783666667,0.050333333,3.683,1144.368,18.56666667,18.7,32.06666667,32.06666667,5.566666667,6,1.7,NA
July,1998,Shark,cool/warm,3.685046782,0.526435253,2.566666667,0.913333333,0.738666667,0.175333333,0.677666667,54.723,1.591,53.132,0.783666667,0.050333333,3.683,1144.368,18.56666667,18.7,32.06666667,32.06666667,5.566666667,6,1.7,NA
July,1998,Shark,cool,1.400932327,0.20013319,2.566666667,0.913333333,0.738666667,0.175333333,0.677666667,54.723,1.591,53.132,0.783666667,0.050333333,3.683,1144.368,18.56666667,18.7,32.06666667,32.06666667,5.566666667,6,1.7,NA
July,1998,Taylor,cool,1.357985111,0.195043552,2.083333333,0.517833333,0.401166667,0.116833333,2.594333333,44.41816667,3.112,41.30633333,0.290666667,0.017,1.674666667,744.0901667,31.18333333,32.03333333,29.73333333,30.06666667,4.866666667,4.516666667,2.275,NA
July,1998,Taylor,warm,0.829431703,0.118571009,2.083333333,0.517833333,0.401166667,0.116833333,2.594333333,44.41816667,3.112,41.30633333,0.290666667,0.017,1.674666667,744.0901667,31.18333333,32.03333333,29.73333333,30.06666667,4.866666667,4.516666667,2.275,NA
July,1998,Taylor,cool/warm,2.107654225,0.301984253,2.083333333,0.517833333,0.401166667,0.116833333,2.594333333,44.41816667,3.112,41.30633333,0.290666667,0.017,1.674666667,744.0901667,31.18333333,32.03333333,29.73333333,30.06666667,4.866666667,4.516666667,2.275,NA
July,1999,Shark,warm,8.638982643,1.234140375,2.566666667,1.164333333,0.990333333,0.174666667,0.764333333,49.73333333,1.928666667,47.80466667,0.589666667,-3332.987333,1.971,976.1876667,12.9,13.2,31.96666667,31.83333333,3.266666667,3.266666667,0.76,NA
