Month,Year,Area,ThermalGuild,TotalWeight,TotalBiomass,Depth,NOX,NO3,NO2,NH4,TN,DIN,TON,TP,SRP,ChlA,TOC,Sal_S,Sal_B,Temp_S,Temp_B,DO_S,DO_B,Turb,pH
July,1999,Shark,cool/warm,2.346122672,0.335160377,2.566666667,1.164333333,0.990333333,0.174666667,0.764333333,49.73333333,1.928666667,47.80466667,0.589666667,-3332.987333,1.971,976.1876667,12.9,13.2,31.96666667,31.83333333,3.266666667,3.266666667,0.76,NA
July,1999,Shark,cool,20.9499344,2.992847769,2.566666667,1.164333333,0.990333333,0.174666667,0.764333333,49.73333333,1.928666667,47.80466667,0.589666667,-3332.987333,1.971,976.1876667,12.9,13.2,31.96666667,31.83333333,3.266666667,3.266666667,0.76,NA
July,1999,Shark,cold,0.484394975,0.069199285,2.566666667,1.164333333,0.990333333,0.174666667,0.764333333,49.73333333,1.928666667,47.80466667,0.589666667,-3332.987333,1.971,976.1876667,12.9,13.2,31.96666667,31.83333333,3.266666667,3.266666667,0.76,NA
July,1999,Taylor,cool,1.49191778,0.213131111,2.083333333,1.0415,0.691,0.3505,4.6035,48.805,5.644833333,43.16033333,0.368666667,-1666.431167,0.762333333,790.9375,30.61666667,30.63333333,29.65,29.68333333,6.1,5.9,2.231666667,NA
July,1999,Taylor,warm,1.435161044,0.205023003,2.083333333,1.0415,0.691,0.3505,4.6035,48.805,5.644833333,43.16033333,0.368666667,-1666.431167,0.762333333,790.9375,30.61666667,30.63333333,29.65,29.68333333,6.1,5.9,2.231666667,NA
July,1999,Taylor,cool/warm,0.283226394,0.040460908,2.083333333,1.0415,0.691,0.3505,4.6035,48.805,5.644833333,43.16033333,0.368666667,-1666.431167,0.762333333,790.9375,30.61666667,30.63333333,29.65,29.68333333,6.1,5.9,2.231666667,NA
July,2000,Shark,cool,4.050933426,0.578704777,2.566666667,1.782666667,1.668666667,0.114333333,0.175666667,28.34,1.958,26.382,0.594666667,0.110666667,1.660666667,1131.326667,16.8,17.26666667,31.7,31.63333333,5.5,5.433333333,1.43,NA
July,2000,Shark,cool/warm,3.146753627,0.449536223,2.566666667,1.782666667,1.668666667,0.114333333,0.175666667,28.34,1.958,26.382,0.594666667,0.110666667,1.660666667,1131.326667,16.8,17.26666667,31.7,31.63333333,5.5,5.433333333,1.43,NA
July,2000,Shark,warm,3.246758708,0.463822672,2.566666667,1.782666667,1.668666667,0.114333333,0.175666667,28.34,1.958,26.382,0.594666667,0.110666667,1.660666667,1131.326667,16.8,17.26666667,31.7,31.63333333,5.5,5.433333333,1.43,NA
July,2000,Taylor,cool/warm,0.937882628,0.133983228,2.083333333,2.012333333,1.946666667,0.065666667,1.317666667,22.934,3.329833333,19.60416667,0.4105,0.140333333,0.6335,742.9273333,32.51666667,29.76666667,31.88333333,31.86666667,5.116666667,5.433333333,2.286666667,NA
July,2000,Taylor,cool,1.282050964,0.183150137,2.083333333,2.012333333,1.946666667,0.065666667,1.317666667,22.934,3.329833333,19.60416667,0.4105,0.140333333,0.6335,742.9273333,32.51666667,29.76666667,31.88333333,31.86666667,5.116666667,5.433333333,2.286666667,NA
July,2000,Taylor,warm,0.41005313,0.058579018,2.083333333,2.012333333,1.946666667,0.065666667,1.317666667,22.934,3.329833333,19.60416667,0.4105,0.140333333,0.6335,742.9273333,32.51666667,29.76666667,31.88333333,31.86666667,5.116666667,5.433333333,2.286666667,NA
July,2001,Shark,cool,0.169242573,0.024177508,2.8,2.274,1.9855,0.289,1.6475,43.3765,3.9215,39.4545,0.5,0.0905,2.024,1524.896,9.75,11.1,31.55,31.25,1.35,1.3,1.575,NA
July,2001,Shark,cool/warm,0.783337339,0.111905338,2.8,2.274,1.9855,0.289,1.6475,43.3765,3.9215,39.4545,0.5,0.0905,2.024,1524.896,9.75,11.1,31.55,31.25,1.35,1.3,1.575,NA
July,2001,Shark,warm,0.194588539,0.027798364,2.8,2.274,1.9855,0.289,1.6475,43.3765,3.9215,39.4545,0.5,0.0905,2.024,1524.896,9.75,11.1,31.55,31.25,1.35,1.3,1.575,NA
July,2001,Taylor,cool,0.531627021,0.075946719,2.02,0.3452,0.2068,0.1384,1.1542,32.669,1.499,31.17,0.2684,0.0244,0.5966,632.3126,39.22,39.22,30.24,30.18,6.2,6.32,4.678,NA
July,2001,Taylor,cool/warm,0.27651975,0.039502828,2.02,0.3452,0.2068,0.1384,1.1542,32.669,1.499,31.17,0.2684,0.0244,0.5966,632.3126,39.22,39.22,30.24,30.18,6.2,6.32,4.678,NA
July,2001,Taylor,warm,0.130385884,0.018626555,2.02,0.3452,0.2068,0.1384,1.1542,32.669,1.499,31.17,0.2684,0.0244,0.5966,632.3126,39.22,39.22,30.24,30.18,6.2,6.32,4.678,NA
July,2002,Shark,cool/warm,0.575021915,0.082145986,2.566666667,0.699666667,0.545333333,0.154333333,0.733666667,24.23966667,1.433333333,22.80633333,0.754333333,0.032666667,4.332,988.8196667,6.156666667,7.19,28.88666667,28.71333333,5.923333333,5.996666667,2.863333333,7.553333333
July,2002,Shark,cool,0.807231679,0.11531881,2.566666667,0.699666667,0.545333333,0.154333333,0.733666667,24.23966667,1.433333333,22.80633333,0.754333333,0.032666667,4.332,988.8196667,6.156666667,7.19,28.88666667,28.71333333,5.923333333,5.996666667,2.863333333,7.553333333
July,2002,Shark,warm,0.897616837,0.128230973,2.566666667,0.699666667,0.545333333,0.154333333,0.733666667,24.23966667,1.433333333,22.80633333,0.754333333,0.032666667,4.332,988.8196667,6.156666667,7.19,28.88666667,28.71333333,5.923333333,5.996666667,2.863333333,7.553333333
July,2002,Taylor,warm,0.157960597,0.022565798,2.083333333,1.3675,1.195666667,0.171666667,3.417666667,14.35216667,4.785333333,9.5665,0.304666667,0.068166667,2.046,649.1078333,22.39333333,22.805,28.185,28.13166667,4.826666667,4.7,3.598333333,8.141666667
July,2002,Taylor,cool,0.235800517,0.033685786,2.083333333,1.3675,1.195666667,0.171666667,3.417666667,14.35216667,4.785333333,9.5665,0.304666667,0.068166667,2.046,649.1078333,22.39333333,22.805,28.185,28.13166667,4.826666667,4.7,3.598333333,8.141666667
July,2002,Taylor,cool/warm,0.165201286,0.023600187,2.083333333,1.3675,1.195666667,0.171666667,3.417666667,14.35216667,4.785333333,9.5665,0.304666667,0.068166667,2.046,649.1078333,22.39333333,22.805,28.185,28.13166667,4.826666667,4.7,3.598333333,8.141666667
July,2003,Shark,cool,2.056897251,0.293842464,2.566666667,0.759,0.586,0.173333333,0.827,35.74,1.586,34.154,0.335,0.064666667,2.138666667,959.7636667,10.65666667,10.74666667,30.74666667,30.68333333,4.37,3.81,1.12,7.546666667
July,2003,Shark,cool/warm,2.749993575,0.392856225,2.566666667,0.759,0.586,0.173333333,0.827,35.74,1.586,34.154,0.335,0.064666667,2.138666667,959.7636667,10.65666667,10.74666667,30.74666667,30.68333333,4.37,3.81,1.12,7.546666667
July,2003,Shark,warm,21.62529569,3.089327966,2.566666667,0.759,0.586,0.173333333,0.827,35.74,1.586,34.154,0.335,0.064666667,2.138666667,959.7636667,10.65666667,10.74666667,30.74666667,30.68333333,4.37,3.81,1.12,7.546666667
July,2003,Taylor,warm,1.274493798,0.182070536,2.083333333,1.06,0.887333333,0.173,3.1175,30.13783333,4.1775,25.96066667,0.2355,0.099666667,0.723333333,626.0938333,25.19666667,25.46666667,29.71333333,29.70333333,5.666666667,5.736666667,3.706666667,8.115
July,2003,Taylor,cool/warm,1.708811822,0.195414241,2.083333333,1.06,0.887333333,0.173,3.1175,30.13783333,4.1775,25.96066667,0.2355,0.099666667,0.723333333,626.0938333,25.19666667,25.46666667,29.71333333,29.70333333,5.666666667,5.736666667,3.706666667,8.115
July,2003,Taylor,cool,1.014514354,0.14493062,2.083333333,1.06,0.887333333,0.173,3.1175,30.13783333,4.1775,25.96066667,0.2355,0.099666667,0.723333333,626.0938333,25.19666667,25.46666667,29.71333333,29.70333333,5.666666667,5.736666667,3.706666667,8.115
July,2004,Shark,cool/warm,2.252877303,0.32275746,2.566666667,0.928,0.763333333,0.164666667,0.877,38.564,1.805,36.75966667,0.292666667,0.036333333,2.49,1272.924667,19.49666667,20.44666667,30.76666667,29.73666667,5.2,5.4,1.493333333,7.836666667
July,2004,Shark,cool,4.17707164,0.600574966,2.566666667,0.928,0.763333333,0.164666667,0.877,38.564,1.805,36.75966667,0.292666667,0.036333333,2.49,1272.924667,19.49666667,20.44666667,30.76666667,29.73666667,5.2,5.4,1.493333333,7.836666667
July,2004,Shark,warm,6.580195642,0.940027946,2.566666667,0.928,0.763333333,0.164666667,0.877,38.564,1.805,36.75966667,0.292666667,0.036333333,2.49,1272.924667,19.49666667,20.44666667,30.76666667,29.73666667,5.2,5.4,1.493333333,7.836666667
March,2000,Shark,warm,0.02438867,0.32419949,2.566666667,2.279333333,2.209333333,0.077333333,0.729333333,34.97733333,3.008666667,31.96866667,0.574,0.029333333,3.829333333,1160.340333,13,13.26666667,24.2,23.93333333,7.933333333,7.966666667,2.52,NA
May,1996,Taylor,cool/warm,1.345363763,0.192194833,2.083333333,0.5525,0.422833333,0.130333333,1.855666667,48.02966667,2.408166667,45.6215,0.3565,0.053666667,0.809,632.5591667,29.83333333,29.83333333,26.93333333,26.91666667,6.683333333,6.8,10.2,NA
May,1996,Taylor,cool,0.91065188,0.130093123,2.083333333,0.5525,0.422833333,0.130333333,1.855666667,48.02966667,2.408166667,45.6215,0.3565,0.053666667,0.809,632.5591667,29.83333333,29.83333333,26.93333333,26.91666667,6.683333333,6.8,10.2,NA
May,1996,Taylor,warm,0.13019469,0.018599237,2.083333333,0.5525,0.422833333,0.130333333,1.855666667,48.02966667,2.408166667,45.6215,0.3565,0.053666667,0.809,632.5591667,29.83333333,29.83333333,26.93333333,26.91666667,6.683333333,6.8,10.2,NA
October,1996,Shark,warm,2.176064044,0.310866292,2.566666667,1.224,1.034666667,0.189333333,0.469666667,59.845,1.693333333,58.152,0.516,0.055333333,1.792,1164.444667,8.466666667,8.566666667,25.73333333,25.7,4.766666667,4.833333333,2.816666667,NA
October,1996,Shark,cool,2.315505056,0.330786437,2.566666667,1.224,1.034666667,0.189333333,0.469666667,59.845,1.693333333,58.152,0.516,0.055333333,1.792,1164.444667,8.466666667,8.566666667,25.73333333,25.7,4.766666667,4.833333333,2.816666667,NA
October,1996,Shark,cool/warm,2.413311396,0.344758774,2.566666667,1.224,1.034666667,0.189333333,0.469666667,59.845,1.693333333,58.152,0.516,0.055333333,1.792,1164.444667,8.466666667,8.566666667,25.73333333,25.7,4.766666667,4.833333333,2.816666667,NA
October,1996,Taylor,cool/warm,1.685671564,0.240810227,2.083333333,1.560166667,1.282833333,0.277833333,6.293,56.27816667,7.853,48.42516667,0.336,0.014833333,1.906833333,728.111,21.81666667,21.83333333,24.6,24.6,6.216666667,6.183333333,10.05833333,NA
October,1996,Taylor,cool,0.924723778,0.132103396,2.083333333,1.560166667,1.282833333,0.277833333,6.293,56.27816667,7.853,48.42516667,0.336,0.014833333,1.906833333,728.111,21.81666667,21.83333333,24.6,24.6,6.216666667,6.183333333,10.05833333,NA
October,1996,Taylor,warm,1.356677598,0.193811093,2.083333333,1.560166667,1.282833333,0.277833333,6.293,56.27816667,7.853,48.42516667,0.336,0.014833333,1.906833333,728.111,21.81666667,21.83333333,24.6,24.6,6.216666667,6.183333333,10.05833333,NA
October,1997,Shark,cool/warm,5.627657997,0.803951146,2.566666667,1.365,1.223,0.143,1.187666667,63.412,2.552666667,60.85966667,0.646,0.041,2.582,1160.069667,4.6,4.666666667,28.26666667,28.26666667,7.166666667,7.2,2.08,NA
October,1997,Shark,cool,9.998065518,1.428295074,2.566666667,1.365,1.223,0.143,1.187666667,63.412,2.552666667,60.85966667,0.646,0.041,2.582,1160.069667,4.6,4.666666667,28.26666667,28.26666667,7.166666667,7.2,2.08,NA
October,1997,Shark,warm,11.96580694,1.70940099,2.566666667,1.365,1.223,0.143,1.187666667,63.412,2.552666667,60.85966667,0.646,0.041,2.582,1160.069667,4.6,4.666666667,28.26666667,28.26666667,7.166666667,7.2,2.08,NA
October,1997,Taylor,cool,2.203907996,0.314843995,2.083333333,1.241,1.0605,0.180666667,2.771,47.58016667,4.011833333,43.56833333,0.336,0.026833333,0.906166667,665.8541667,22.31666667,24.21666667,24.8,25.2,5.85,5.7,3.166666667,NA
October,1997,Taylor,warm,1.717529887,0.245361411,2.083333333,1.241,1.0605,0.180666667,2.771,47.58016667,4.011833333,43.56833333,0.336,0.026833333,0.906166667,665.8541667,22.31666667,24.21666667,24.8,25.2,5.85,5.7,3.166666667,NA
October,1997,Taylor,cool/warm,1.450260097,0.207180015,2.083333333,1.241,1.0605,0.180666667,2.771,47.58016667,4.011833333,43.56833333,0.336,0.026833333,0.906166667,665.8541667,22.31666667,24.21666667,24.8,25.2,5.85,5.7,3.166666667,NA
October,1998,Shark,warm,9.249532573,1.321361802,2.566666667,1.021333333,0.879666667,0.141666667,1.127,40.26133333,2.147666667,38.114,0.778666667,0.183666667,6.954333333,936.521,16.16666667,16.43333333,28.9,30.16666667,3.8,3.666666667,3.866666667,NA
October,1998,Shark,cool,1.336301406,0.190900202,2.566666667,1.021333333,0.879666667,0.141666667,1.127,40.26133333,2.147666667,38.114,0.778666667,0.183666667,6.954333333,936.521,16.16666667,16.43333333,28.9,30.16666667,3.8,3.666666667,3.866666667,NA
October,1998,Shark,cool/warm,4.259691114,0.608527299,2.566666667,1.021333333,0.879666667,0.141666667,1.127,40.26133333,2.147666667,38.114,0.778666667,0.183666667,6.954333333,936.521,16.16666667,16.43333333,28.9,30.16666667,3.8,3.666666667,3.866666667,NA
October,1998,Shark,cold,0,0,2.566666667,1.021333333,0.879666667,0.141666667,1.127,40.26133333,2.147666667,38.114,0.778666667,0.183666667,6.954333333,936.521,16.16666667,16.43333333,28.9,30.16666667,3.8,3.666666667,3.866666667,NA
October,1998,Taylor,cool,1.831593534,0.261656219,2.4,0.04,0,0.04,0.133,33.35,0.173,33.177,0.956,0.288,9.71,617.667,34.4,34.3,29.1,29.2,5.7,5.9,21.35,NA
October,1998,Taylor,warm,3.568858732,0.509836961,2.4,0.04,0,0.04,0.133,33.35,0.173,33.177,0.956,0.288,9.71,617.667,34.4,34.3,29.1,29.2,5.7,5.9,21.35,NA
October,1998,Taylor,cool/warm,1.447008034,0.206715434,2.4,0.04,0,0.04,0.133,33.35,0.173,33.177,0.956,0.288,9.71,617.667,34.4,34.3,29.1,29.2,5.7,5.9,21.35,NA
October,1999,Shark,cool,1.584386941,0.226340995,2.566666667,3.486333333,3.209666667,0.276666667,2.062,33.269,5.547666667,27.72133333,0.779333333,-3332.948333,2.050666667,811.9166667,3.466666667,3.933333333,27.03333333,26.9,7.133333333,7.166666667,2.176666667,NA
October,1999,Shark,cool/warm,3.331758951,0.475965565,2.566666667,3.486333333,3.209666667,0.276666667,2.062,33.269,5.547666667,27.72133333,0.779333333,-3332.948333,2.050666667,811.9166667,3.466666667,3.933333333,27.03333333,26.9,7.133333333,7.166666667,2.176666667,NA
October,1999,Shark,warm,1.070048881,0.15286413,2.566666667,3.486333333,3.209666667,0.276666667,2.062,33.269,5.547666667,27.72133333,0.779333333,-3332.948333,2.050666667,811.9166667,3.466666667,3.933333333,27.03333333,26.9,7.133333333,7.166666667,2.176666667,NA
October,1999,Taylor,warm,1.191358107,0.170194018,2.083333333,2.4795,2.1715,0.308,16.934,40.83666667,19.41333333,21.48483333,0.554,0.119833333,4.680166667,607.0348333,18.76666667,19.15,23.55,23.55,5.15,5.1,18.36166667,NA
October,1999,Taylor,cool/warm,0.464287295,0.066326758,2.083333333,2.4795,2.1715,0.308,16.934,40.83666667,19.41333333,21.48483333,0.554,0.119833333,4.680166667,607.0348333,18.76666667,19.15,23.55,23.55,5.15,5.1,18.36166667,NA
October,1999,Taylor,cool,1.375071193,0.196438741,2.083333333,2.4795,2.1715,0.308,16.934,40.83666667,19.41333333,21.48483333,0.554,0.119833333,4.680166667,607.0348333,18.76666667,19.15,23.55,23.55,5.15,5.1,18.36166667,NA
October,2000,Shark,warm,12.41325353,1.773321929,2.566666667,0.891666667,0.762333333,0.129333333,0.988333333,31.59166667,1.88,29.712,0.364333333,0.041,1.004,692.5556667,-3329.333333,-3327.6,27.8,27.73333333,6.466666667,6.366666667,1.613333333,NA
October,2000,Shark,cool/warm,5.782411953,0.826058852,2.566666667,0.891666667,0.762333333,0.129333333,0.988333333,31.59166667,1.88,29.712,0.364333333,0.041,1.004,692.5556667,-3329.333333,-3327.6,27.8,27.73333333,6.466666667,6.366666667,1.613333333,NA
October,2000,Shark,cool,6.078613036,0.868373293,2.566666667,0.891666667,0.762333333,0.129333333,0.988333333,31.59166667,1.88,29.712,0.364333333,0.041,1.004,692.5556667,-3329.333333,-3327.6,27.8,27.73333333,6.466666667,6.366666667,1.613333333,NA
October,2000,Taylor,cool/warm,1.321267957,0.188752568,2.083333333,1.502833333,1.278666667,0.224333333,2.5,29.6345,4.0025,25.63216667,0.2355,0.079833333,1.081166667,708.243,23.61666667,26.8,25.15,25.28333333,5.916666667,5.783333333,5.001666667,NA
October,2000,Taylor,warm,11.78135975,1.683051394,2.083333333,1.502833333,1.278666667,0.224333333,2.5,29.6345,4.0025,25.63216667,0.2355,0.079833333,1.081166667,708.243,23.61666667,26.8,25.15,25.28333333,5.916666667,5.783333333,5.001666667,NA
October,2000,Taylor,cool,3.169914043,0.452844862,2.083333333,1.502833333,1.278666667,0.224333333,2.5,29.6345,4.0025,25.63216667,0.2355,0.079833333,1.081166667,708.243,23.61666667,26.8,25.15,25.28333333,5.916666667,5.783333333,5.001666667,NA
October,2002,Shark,warm,10.80101737,1.543002479,2.566666667,1.178333333,0.967666667,0.211,0.636333333,71.149,1.814666667,69.33466667,0.367333333,0.045666667,0.403333333,932.7573333,7.093333333,10.19,29.11333333,29.03333333,4.41,4.32,1.736666667,7.676666667
October,2002,Shark,cool,2.698383433,0.385483347,2.566666667,1.178333333,0.967666667,0.211,0.636333333,71.149,1.814666667,69.33466667,0.367333333,0.045666667,0.403333333,932.7573333,7.093333333,10.19,29.11333333,29.03333333,4.41,4.32,1.736666667,7.676666667
October,2002,Shark,cool/warm,1.773435837,0.253347979,2.566666667,1.178333333,0.967666667,0.211,0.636333333,71.149,1.814666667,69.33466667,0.367333333,0.045666667,0.403333333,932.7573333,7.093333333,10.19,29.11333333,29.03333333,4.41,4.32,1.736666667,7.676666667
October,2002,Taylor,warm,8.387200416,1.19817148,2.083333333,1.061666667,0.917166667,0.1445,1.789333333,21.2805,2.851166667,18.42933333,0.398833333,0.1005,0.857666667,600.5521667,25.00833333,26.16,26.955,27.06666667,5.896666667,6.091666667,3.571666667,8.053333333
October,2002,Taylor,cool/warm,0.795124155,0.113589164,2.083333333,1.061666667,0.917166667,0.1445,1.789333333,21.2805,2.851166667,18.42933333,0.398833333,0.1005,0.857666667,600.5521667,25.00833333,26.16,26.955,27.06666667,5.896666667,6.091666667,3.571666667,8.053333333
October,2002,Taylor,cool,0.878097165,0.125442453,2.083333333,1.061666667,0.917166667,0.1445,1.789333333,21.2805,2.851166667,18.42933333,0.398833333,0.1005,0.857666667,600.5521667,25.00833333,26.16,26.955,27.06666667,5.896666667,6.091666667,3.571666667,8.053333333
October,2003,Shark,warm,8.357923779,1.193989108,2.566666667,0.758666667,0.604666667,0.154333333,0.936,39.50666667,1.694333333,37.81233333,0.398,0.173333333,2.364666667,1009.048667,9.813333333,10.11,26.97666667,26.89333333,4.716666667,4.416666667,2.836666667,7.606666667
October,2003,Shark,cool,1.242655223,0.177522173,2.566666667,0.758666667,0.604666667,0.154333333,0.936,39.50666667,1.694333333,37.81233333,0.398,0.173333333,2.364666667,1009.048667,9.813333333,10.11,26.97666667,26.89333333,4.716666667,4.416666667,2.836666667,7.606666667
October,2003,Shark,cool/warm,2.432258634,0.347465521,2.566666667,0.758666667,0.604666667,0.154333333,0.936,39.50666667,1.694333333,37.81233333,0.398,0.173333333,2.364666667,1009.048667,9.813333333,10.11,26.97666667,26.89333333,4.716666667,4.416666667,2.836666667,7.606666667
October,2003,Shark,cold,1.33676846,0.19096692,2.566666667,0.758666667,0.604666667,0.154333333,0.936,39.50666667,1.694333333,37.81233333,0.398,0.173333333,2.364666667,1009.048667,9.813333333,10.11,26.97666667,26.89333333,4.716666667,4.416666667,2.836666667,7.606666667
October,2003,Taylor,cool/warm,2.423255745,0.346179384,2.083333333,0.913,0.745166667,0.168,3.594833333,29.74433333,4.507833333,25.23683333,0.287166667,0.105833333,1.5,691.1425,21.25666667,22.25333333,28.67833333,28.67166667,5.681666667,5.826666667,4.04,8.203333333
October,2003,Taylor,warm,2.181891881,0.311698836,2.083333333,0.913,0.745166667,0.168,3.594833333,29.74433333,4.507833333,25.23683333,0.287166667,0.105833333,1.5,691.1425,21.25666667,22.25333333,28.67833333,28.67166667,5.681666667,5.826666667,4.04,8.203333333
October,2003,Taylor,cool,0.933270456,0.133324356,2.083333333,0.913,0.745166667,0.168,3.594833333,29.74433333,4.507833333,25.23683333,0.287166667,0.105833333,1.5,691.1425,21.25666667,22.25333333,28.67833333,28.67166667,5.681666667,5.826666667,4.04,8.203333333
October,2004,Shark,cool/warm,3.264777505,0.466396776,2.566666667,1.796,1.564666667,0.231666667,1.448,27.976,3.244333333,24.73166667,0.427333333,0.068666667,2.123666667,956.5413333,7.666666667,8.033333333,28.65,28.64,6.4,6.476666667,2.776666667,7.55
October,2004,Shark,cold,3.63494105,0.51927729,2.566666667,1.796,1.564666667,0.231666667,1.448,27.976,3.244333333,24.73166667,0.427333333,0.068666667,2.123666667,956.5413333,7.666666667,8.033333333,28.65,28.64,6.4,6.476666667,2.776666667,7.55
October,2004,Shark,cool,2.928547043,0.418363866,2.566666667,1.796,1.564666667,0.231666667,1.448,27.976,3.244333333,24.73166667,0.427333333,0.068666667,2.123666667,956.5413333,7.666666667,8.033333333,28.65,28.64,6.4,6.476666667,2.776666667,7.55
October,2004,Shark,warm,2.575097063,0.367871008,2.566666667,1.796,1.564666667,0.231666667,1.448,27.976,3.244333333,24.73166667,0.427333333,0.068666667,2.123666667,956.5413333,7.666666667,8.033333333,28.65,28.64,6.4,6.476666667,2.776666667,7.55
October,2004,Taylor,warm,0.711115055,0.10158787,2.083333333,1.697666667,1.415833333,0.282,4.420333333,27.42666667,6.117666667,21.30866667,0.2035,0.037,0.780166667,695.1356667,31.62333333,32.215,26.94,26.98666667,4.931666667,5.05,3.85,8.053333333
October,2004,Taylor,cool/warm,0.461048278,0.065864043,2.083333333,1.697666667,1.415833333,0.282,4.420333333,27.42666667,6.117666667,21.30866667,0.2035,0.037,0.780166667,695.1356667,31.62333333,32.215,26.94,26.98666667,4.931666667,5.05,3.85,8.053333333
October,2004,Taylor,cool,0.650455754,0.092922248,2.083333333,1.697666667,1.415833333,0.282,4.420333333,27.42666667,6.117666667,21.30866667,0.2035,0.037,0.780166667,695.1356667,31.62333333,32.215,26.94,26.98666667,4.931666667,5.05,3.85,8.053333333
September,2001,Shark,cool/warm,1.386670742,0.198095822,2.566666667,1.381333333,1.141666667,0.239333333,0.922,36.099,2.303333333,33.79566667,0.343666667,0.034333333,1.233,1095.625,9.61,9.87,28.54333333,28.46333333,3.676666667,3.593333333,1.933333333,NA
September,2001,Shark,warm,1.474767518,0.21068108,2.566666667,1.381333333,1.141666667,0.239333333,0.922,36.099,2.303333333,33.79566667,0.343666667,0.034333333,1.233,1095.625,9.61,9.87,28.54333333,28.46333333,3.676666667,3.593333333,1.933333333,NA
September,2001,Shark,cool,3.227163529,0.461023362,2.566666667,1.381333333,1.141666667,0.239333333,0.922,36.099,2.303333333,33.79566667,0.343666667,0.034333333,1.233,1095.625,9.61,9.87,28.54333333,28.46333333,3.676666667,3.593333333,1.933333333,NA
September,2001,Shark,cold,0,0,2.566666667,1.381333333,1.141666667,0.239333333,0.922,36.099,2.303333333,33.79566667,0.343666667,0.034333333,1.233,1095.625,9.61,9.87,28.54333333,28.46333333,3.676666667,3.593333333,1.933333333,NA
September,2001,Taylor,warm,9.314610942,1.330658707,2.083333333,1.2185,0.9315,0.287333333,1.735333333,18.01983333,2.953666667,15.06616667,0.2585,0.033166667,0.572166667,793.7498333,26.62,27.1,30.61666667,30.47333333,5.281666667,5.711666667,3.123333333,NA
September,2001,Taylor,cool,1.169379373,0.167054195,2.083333333,1.2185,0.9315,0.287333333,1.735333333,18.01983333,2.953666667,15.06616667,0.2585,0.033166667,0.572166667,793.7498333,26.62,27.1,30.61666667,30.47333333,5.281666667,5.711666667,3.123333333,NA
September,2001,Taylor,cool/warm,0.417432848,0.059633265,2.083333333,1.2185,0.9315,0.287333333,1.735333333,18.01983333,2.953666667,15.06616667,0.2585,0.033166667,0.572166667,793.7498333,26.62,27.1,30.61666667,30.47333333,5.281666667,5.711666667,3.123333333,NA
